,node1,node2,weight
52,exceedance,probability,0.4078909167902615
53,tricycle,pedicab,0.4078909167902615
54,ruralist,rustic,0.4078909167902615
55,ruralist,advocate,0.4078909167902615
56,conjuror,enchantress,0.30250000000000005
57,comparing,compare,0.01522435234375001
58,marketer,selling,0.01522435234375001
59,hypercoaster,roller,0.30250000000000005
60,pittance,payment,0.4078909167902615
61,hypermarket,supermarket,0.4078909167902615
62,confluent,branch,0.4078909167902615
63,anteroom,building,0.30250000000000005
64,summoning,page,0.03732456820453888
65,summoning,demand,0.03732456820453888
66,antechamber,room,0.4078909167902615
67,concavity,shape,0.4078909167902615
68,concavity,recess,0.4078909167902615
69,spoonful,containerful,0.4078909167902615
70,impurity,adulteration,0.4078909167902615
71,impurity,waste,0.4078909167902615
72,virginal,harpsichord,0.4078909167902615
73,hypertext,database,0.05032843750000002
74,inheritance,acquisition,0.55
75,deadness,quality,0.4078909167902615
76,deadness,inelasticity,0.4078909167902615
77,conformism,legalism,0.4078909167902615
78,tripod,tripod,1.0
79,unicycle,wheel,0.55
80,unicycle,bicycle,0.55
81,preserver,cook,0.55
82,preserver,worker,0.55
83,autograft,graft,0.4078909167902615
84,subfamily,group,0.22434000423464384
85,suppressor,gene,0.4078909167902615
86,suppressor,restrainer,0.4078909167902615
87,inquisitor,thousand,0.01522435234375001
88,inquisitor,inquirer,0.4078909167902615
89,gibberish,dutch,0.09150625000000003
90,championship,status,0.30250000000000005
91,championship,contest,0.4078909167902615
92,sheikhdom,domain,0.4078909167902615
93,backwardness,idiocy,0.4078909167902615
94,deviationism,desertion,0.4078909167902615
95,capitation,tax,0.4078909167902615
96,periodical,publication,0.4078909167902615
97,distillate,liquid,0.4078909167902615
98,dictatorship,state,0.12338700232905413
99,anticyclone,high,0.4078909167902615
100,circumference,size,0.4078909167902615
101,reposition,move,0.12338700232905413
102,librarianship,position,0.4078909167902615
103,entreaty,request,0.4078909167902615
104,convertible,car,0.4078909167902615
105,convertible,security,0.4078909167902615
106,kindergartener,child,0.4078909167902615
107,defile,mar,0.05032843750000002
108,defile,spot,0.30250000000000005
109,hankering,desire,0.30250000000000005
110,hankering,longing,0.4078909167902615
111,criticality,juncture,0.4078909167902615
112,criticality,urgency,0.4078909167902615
113,mayoralty,position,0.4078909167902615
114,companionship,friendship,0.4078909167902615
115,primate,priest,0.4078909167902615
116,postbox,maildrop,0.4078909167902615
117,baseness,unworthiness,0.4078909167902615
118,encroachment,inroad,0.4078909167902615
119,encroachment,entrance,0.4078909167902615
120,deregulating,liberation,0.4078909167902615
121,shriek,shout,0.4078909167902615
122,shriek,cry,0.4078909167902615
123,territorial,soldier,0.4078909167902615
124,territorial,guard,0.4078909167902615
125,association,sociable,0.16637500000000005
126,admiralty,department,0.30250000000000005
127,admiralty,position,0.4078909167902615
128,autobiographer,biographer,0.4078909167902615
129,planner,schemer,0.4078909167902615
130,planner,notebook,0.4078909167902615
131,supplement,leverage,0.06786285128097977
132,brightness,intelligence,0.4078909167902615
133,brightness,radiance,0.4078909167902615
134,preschooler,child,0.4078909167902615
135,bagger,machine,0.4078909167902615
136,bagger,workman,0.4078909167902615
137,willingness,wholeheartedness,0.4078909167902615
138,replication,reproduction,0.55
139,replication,procedure,0.30250000000000005
140,retrial,trial,0.4078909167902615
141,vender,selling,0.01522435234375001
142,fantasist,creator,0.4078909167902615
143,repulse,disgust,0.03732456820453888
144,repulse,fight,0.16637500000000005
145,humanness,quality,0.4078909167902615
146,parallelism,similarity,0.4078909167902615
147,sightedness,sight,0.4078909167902615
148,battleship,dreadnought,0.4078909167902615
149,sufferance,self,0.05032843750000002
150,monoplane,airplane,0.4078909167902615
151,hyperextension,extension,0.4078909167902615
152,hilarity,gaiety,0.4078909167902615
153,appearance,apparition,0.4078909167902615
154,macroevolution,evolution,0.4078909167902615
155,adventism,christianity,0.4078909167902615
156,breather,submarine,0.020528512512496384
157,breather,respite,0.4078909167902615
158,transducer,device,0.30250000000000005
159,icelandic,scandinavian,0.4078909167902615
160,uncertainty,speculativeness,0.4078909167902615
161,painkiller,hydrochloride,0.03732456820453888
162,luxuriance,abundance,0.4078909167902615
163,stranger,person,0.4078909167902615
164,utilitarianism,doctrine,0.4078909167902615
165,puffery,flattery,0.4078909167902615
166,noncitizen,traveler,0.4078909167902615
167,monsignor,priest,0.4078909167902615
168,functionality,practicality,0.4078909167902615
169,instructorship,position,0.4078909167902615
170,recorder,box,0.30250000000000005
171,recorder,official,0.4078909167902615
172,headship,position,0.4078909167902615
173,credential,document,0.4078909167902615
174,credential,certificate,0.55
175,deformity,appearance,0.4078909167902615
176,religionist,person,0.30250000000000005
177,warmness,protectiveness,0.4078909167902615
178,warmness,hotness,0.4078909167902615
179,cardinality,number,0.4078909167902615
180,irrationality,insanity,0.4078909167902615
181,absorbance,density,0.4078909167902615
182,endangerment,hazard,0.55
183,decomposition,fragmentation,0.4078909167902615
184,decomposition,algebra,0.30250000000000005
185,autobiography,memoir,0.4078909167902615
186,subspecies,group,0.22434000423464384
187,embellishment,expansion,0.4078909167902615
188,fracture,pervert,0.027680640625000013
189,anamorphosis,evolution,0.4078909167902615
190,anamorphosis,copy,0.4078909167902615
191,interpreter,person,0.4078909167902615
192,interpreter,symbolist,0.4078909167902615
193,meadow,grassland,0.4078909167902615
194,obtainment,acquiring,0.4078909167902615
195,attendance,frequency,0.4078909167902615
196,attendance,appearance,0.4078909167902615
197,protraction,continuance,0.4078909167902615
198,exclaiming,call,0.55
199,survivalist,person,0.4078909167902615
200,partnership,partner,0.09150625000000003
201,partnership,relationship,0.4078909167902615
202,microorganism,organism,0.4078909167902615
203,impossibility,unattainableness,0.4078909167902615
204,performance,universe,0.16637500000000005
205,performance,musical,0.4078909167902615
206,feudalism,organization,0.22434000423464384
207,behaviorist,psychologist,0.4078909167902615
208,interjection,break,0.4078909167902615
209,interjection,exclamation,0.4078909167902615
210,consequence,position,0.12338700232905413
211,consequence,result,0.55
212,unmentionable,garment,0.4078909167902615
213,subeditor,editor,0.4078909167902615
214,winner,walloper,0.4078909167902615
215,persuasion,electioneering,0.4078909167902615
216,persuasion,belief,0.4078909167902615
217,conformation,balance,0.55
218,conformation,curvature,0.4078909167902615
219,seriousness,badness,0.4078909167902615
220,seriousness,gravity,0.4078909167902615
221,metabolism,organic,0.06786285128097977
222,reprint,publication,0.4078909167902615
223,replication,copying,0.55
224,highjacking,robbery,0.4078909167902615
225,repurchase,buy,0.020528512512496384
226,inversion,abnormality,0.4078909167902615
227,inversion,phenomenon,0.30250000000000005
228,spaciousness,largeness,0.4078909167902615
229,crudeness,wild,0.4078909167902615
230,crudeness,impoliteness,0.4078909167902615
231,requirement,duty,0.4078909167902615
232,requirement,thing,0.4078909167902615
233,contortionist,acrobat,0.4078909167902615
234,dysentery,diarrhea,0.006209875035030158
235,occlusion,thrombosis,0.4078909167902615
236,reenactor,actor,0.4078909167902615
237,attractor,entertainer,0.4078909167902615
238,macroeconomist,economist,0.4078909167902615
239,lectureship,position,0.4078909167902615
240,crusader,warrior,0.4078909167902615
241,crusader,insurgent,0.55
242,formation,flight,0.4078909167902615
243,formation,filing,0.4078909167902615
244,bestowal,giving,0.4078909167902615
245,bestowal,gift,0.4078909167902615
246,commission,order,0.55
247,hypersensitivity,sensitivity,0.4078909167902615
248,inquisitiveness,nosiness,0.4078909167902615
249,innovativeness,originality,0.4078909167902615
250,impulsion,force,0.4078909167902615
251,impulsion,drive,0.4078909167902615
252,anarchist,radical,0.4078909167902615
253,circumcision,banquet,0.011290681881873012
254,socialite,person,0.22434000423464384
255,rearrangement,reordering,0.4078909167902615
256,entombment,funeral,0.4078909167902615
257,discipleship,position,0.4078909167902615
258,inbreeding,coupling,0.4078909167902615
259,lenience,softness,0.4078909167902615
260,lenience,mercifulness,0.4078909167902615
261,procurator,agent,0.4078909167902615
262,excitation,arousal,0.4078909167902615
263,excitation,fever,0.09150625000000003
264,untruth,statement,0.4078909167902615
265,malfeasance,wrongdoing,0.4078909167902615
266,supporter,trader,0.16637500000000005
267,supporter,strength,0.06786285128097977
268,translocation,organic,0.06786285128097977
269,translocation,procedure,0.05032843750000002
270,shouter,crier,0.4078909167902615
271,concerto,concerto,1.0
272,reformism,doctrine,0.4078909167902615
273,inflammation,pitch,0.22434000423464384
274,gathering,sponge,0.06786285128097977
275,gathering,hive,0.30250000000000005
276,admittance,right,0.4078909167902615
277,performing,church,0.22434000423464384
278,pretender,ringer,0.4078909167902615
279,rhythmicity,lilt,0.4078909167902615
280,significance,meaning,0.55
281,transvestitism,practice,0.4078909167902615
282,royalist,monarchist,0.55
283,commode,drawer,0.16637500000000005
284,commode,fixture,0.30250000000000005
285,hypervelocity,speed,0.4078909167902615
286,measurement,viscometry,0.4078909167902615
287,freighter,cargo,0.03732456820453888
288,ingroup,bohemia,0.4078909167902615
289,intelligence,shrewdness,0.4078909167902615
290,intelligence,agency,0.55
291,autopilot,unconsciousness,0.4078909167902615
292,enjoining,command,0.03732456820453888
293,reelection,election,0.4078909167902615
294,tidings,float,0.12338700232905413
295,tidings,ebb,0.05032843750000002
296,rhymer,writer,0.4078909167902615
297,germanic,scandinavian,0.4078909167902615
298,fording,traverse,0.55
299,fording,deep,0.020528512512496384
300,postposition,place,0.4078909167902615
301,hypertext,text,0.22434000423464384
302,unicyclist,pedaler,0.4078909167902615
303,spatiality,property,0.4078909167902615
304,strain,trouble,0.55
305,strain,rack,0.16637500000000005
306,resistor,splitter,0.05032843750000002
307,pastorship,position,0.4078909167902615
308,intercession,prayer,0.4078909167902615
309,evangelicalism,revivalism,0.4078909167902615
310,cofactor,compound,0.4078909167902615
311,registry,register,0.55
312,dissociation,compartmentalization,0.4078909167902615
313,dissociation,separation,0.4078909167902615
314,griping,bite,0.05032843750000002
315,scarceness,rarity,0.4078909167902615
316,corroding,decay,0.4078909167902615
317,copilot,pilot,0.4078909167902615
318,confinement,pregnancy,0.16637500000000005
319,confinement,restraint,0.4078909167902615
320,commode,seat,0.4078909167902615
321,fluidity,thinness,0.4078909167902615
322,fluidity,changeableness,0.4078909167902615
323,academicism,traditionalism,0.4078909167902615
324,subhead,heading,0.4078909167902615
325,independence,independent,0.12338700232905413
326,independence,victory,0.4078909167902615
327,fulfillment,satisfaction,0.4078909167902615
328,fulfillment,self-fulfillment,0.4078909167902615
329,premeditation,planning,0.4078909167902615
330,stewardship,position,0.4078909167902615
331,coefficient,self,0.05032843750000002
332,algebraist,mathematician,0.4078909167902615
333,postmark,marker,0.4078909167902615
334,postmark,stamp,0.4078909167902615
335,establishment,organization,0.55
336,establishment,beginning,0.4078909167902615
337,recitalist,soloist,0.4078909167902615
338,presenter,communicator,0.4078909167902615
339,presenter,advocate,0.4078909167902615
340,premiss,premise,0.55
341,garden,sink,0.06786285128097977
342,phosphate,drink,0.30250000000000005
343,phosphate,sodium,0.09150625000000003
344,airship,trade,0.008373393789062506
345,submariner,bluejacket,0.4078909167902615
346,refresher,beverage,0.4078909167902615
347,moderatorship,position,0.4078909167902615
348,modesty,demureness,0.4078909167902615
349,nonperformance,negligence,0.55
350,acoustic,remedy,0.4078909167902615
351,acoustic,physic,0.4078909167902615
352,reckoner,statistician,0.4078909167902615
353,reckoner,handbook,0.4078909167902615
354,vocalism,voice,0.55
355,vocalism,system,0.30250000000000005
356,continence,self-discipline,0.4078909167902615
357,internship,position,0.4078909167902615
358,ideality,quality,0.4078909167902615
359,importance,momentousness,0.4078909167902615
360,importance,primacy,0.4078909167902615
361,rediscovery,discovery,0.4078909167902615
362,microfossil,fossil,0.4078909167902615
363,unknowing,ignorance,0.4078909167902615
364,commandership,position,0.4078909167902615
365,ceramicist,craftsman,0.4078909167902615
366,teaspoonful,containerful,0.4078909167902615
367,newness,brand-newness,0.4078909167902615
368,unconcern,heartlessness,0.4078909167902615
369,unconcern,carefreeness,0.4078909167902615
370,reformation,religious,0.03732456820453888
371,inducement,motivation,0.4078909167902615
372,inducement,causing,0.4078909167902615
373,restrainer,chemical,0.4078909167902615
374,restrainer,nazi,0.4078909167902615
375,follower,tail,0.4078909167902615
376,follower,cultist,0.4078909167902615
377,traversal,travel,0.4078909167902615
378,traversal,skiing,0.06786285128097977
379,request,invite,0.30250000000000005
380,posthole,hole,0.4078909167902615
381,abandonment,absence,0.22434000423464384
382,pestilence,plague,0.55
383,pestilence,disease,0.16637500000000005
384,antagonist,person,0.4078909167902615
385,antagonist,muscle,0.30250000000000005
386,puritanism,sternness,0.4078909167902615
387,algebra,vector,0.03732456820453888
388,monotony,constancy,0.4078909167902615
389,monotony,unvariedness,0.4078909167902615
390,princedom,domain,0.4078909167902615
391,princedom,rank,0.4078909167902615
392,sublieutenant,lieutenant,0.4078909167902615
393,conflagration,fire,0.4078909167902615
394,decomposition,decay,0.55
395,intelligence,brain,0.4078909167902615
396,intelligence,military,0.22434000423464384
397,indirectness,characteristic,0.4078909167902615
398,skillfulness,command,0.4078909167902615
399,deserter,quitter,0.4078909167902615
400,engineering,design,0.22434000423464384
401,engineering,plan,0.22434000423464384
402,subordination,relation,0.22434000423464384
403,subordination,dependence,0.4078909167902615
404,cofounder,founder,0.4078909167902615
405,membership,body,0.4078909167902615
406,membership,relationship,0.4078909167902615
407,embroidery,needlepoint,0.4078909167902615
408,embroidery,expansion,0.4078909167902615
409,protectorship,position,0.4078909167902615
410,unilateralist,advocate,0.4078909167902615
411,convector,heater,0.4078909167902615
412,subroutine,software,0.4078909167902615
413,brittany,france,0.55
414,accomplishment,attainment,0.55
415,accomplishment,horsemanship,0.4078909167902615
416,microcircuit,chip,0.12338700232905413
417,procreation,generation,0.4078909167902615
418,postponement,adjournment,0.4078909167902615
419,postponement,extension,0.4078909167902615
420,contraception,control,0.22434000423464384
421,lushness,abundance,0.4078909167902615
422,embroiderer,embroideress,0.4078909167902615
423,wilderness,disfavor,0.4078909167902615
424,wilderness,bush,0.55
425,microflora,microorganism,0.4078909167902615
426,acceptance,blessing,0.4078909167902615
427,acceptance,recognition,0.4078909167902615
428,unfortunate,prisoner,0.4078909167902615
429,unfortunate,black,0.55
430,importance,standing,0.4078909167902615
431,importance,deal,0.09150625000000003
432,circumnavigation,travel,0.4078909167902615
433,interrelationship,psychodynamics,0.4078909167902615
434,heterosexism,discrimination,0.4078909167902615
435,improver,benefactor,0.4078909167902615
436,improver,attachment,0.4078909167902615
437,prudery,modesty,0.4078909167902615
438,interlingua,language,0.30250000000000005
439,trilateral,reciprocal,0.06786285128097977
440,delimitation,property,0.16637500000000005
441,management,administration,0.55
442,management,finance,0.4078909167902615
443,microfiche,microfilm,0.4078909167902615
444,subgroup,group,0.4078909167902615
445,subgroup,bench,0.4078909167902615
446,microbiologist,virologist,0.4078909167902615
447,protrusion,mogul,0.4078909167902615
448,protrusion,shape,0.16637500000000005
449,bewitchment,sorcery,0.4078909167902615
450,locality,scenery,0.4078909167902615
451,reburial,burying,0.4078909167902615
452,carbonate,process,0.09150625000000003
453,carbonate,change,0.09150625000000003
454,disturbance,agitation,0.55
455,mccarthyism,witch-hunt,0.4078909167902615
456,fetishism,belief,0.4078909167902615
457,rascality,naughtiness,0.4078909167902615
458,chairmanship,position,0.4078909167902615
459,starkness,limit,0.4078909167902615
460,bellowing,shout,0.4078909167902615
461,destroyer,annihilator,0.4078909167902615
462,destroyer,warship,0.4078909167902615
463,seeder,person,0.4078909167902615
464,prospector,sourdough,0.4078909167902615
465,leadership,helm,0.4078909167902615
466,leadership,high,0.16637500000000005
467,interconnectedness,connection,0.4078909167902615
468,diffidence,unassertiveness,0.4078909167902615
469,sensualist,epicure,0.4078909167902615
470,concordance,agreement,0.4078909167902615
471,concordance,order,0.4078909167902615
472,careerism,practice,0.4078909167902615
473,internationality,scope,0.4078909167902615
474,advisory,announcement,0.4078909167902615
475,assistance,facilitation,0.4078909167902615
476,labourer,hire,0.4078909167902615
477,rectorate,position,0.4078909167902615
478,procurator,bureaucrat,0.4078909167902615
479,assistance,resource,0.4078909167902615
480,assistance,recourse,0.55
481,implantation,placement,0.4078909167902615
482,implantation,procedure,0.4078909167902615
483,advancement,seafaring,0.4078909167902615
484,advancement,encouragement,0.4078909167902615
485,codefendant,corespondent,0.4078909167902615
486,highlander,soldier,0.4078909167902615
487,highlander,scot,0.4078909167902615
488,monopolist,person,0.16637500000000005
489,comportment,manner,0.4078909167902615
490,roofer,thatcher,0.4078909167902615
491,adjustor,investigator,0.4078909167902615
492,hinduism,religion,0.4078909167902615
493,pathfinder,usher,0.16637500000000005
494,refinery,plant,0.4078909167902615
495,censorship,military,0.01522435234375001
496,censorship,deletion,0.4078909167902615
497,tricolor,flag,0.4078909167902615
498,tricolor,colored,0.03732456820453888
499,immobilization,restraint,0.4078909167902615
500,immobilization,preservation,0.4078909167902615
501,subsequence,result,0.4078909167902615
502,circumcision,rite,0.4078909167902615
503,circumcision,day,0.22434000423464384
504,bibliography,list,0.4078909167902615
505,rejoinder,reply,0.4078909167902615
506,rejoinder,pleading,0.4078909167902615
507,lavishness,expensiveness,0.4078909167902615
508,incoordination,unskillfulness,0.4078909167902615
509,protestantism,fundamentalism,0.4078909167902615
510,performance,play,0.55
511,monogenesis,reproduction,0.30250000000000005
512,extraterrestrial,animal,0.011290681881873012
513,bronchus,tube,0.22434000423464384
514,contrary,opposition,0.4078909167902615
515,traveler,foreigner,0.4078909167902615
516,trusteeship,position,0.4078909167902615
517,trusteeship,district,0.4078909167902615
518,suspiciousness,distrust,0.4078909167902615
519,lightship,ship,0.4078909167902615
520,eroticism,arousal,0.30250000000000005
521,eroticism,desire,0.4078909167902615
522,caesarism,autocracy,0.4078909167902615
523,session,quarter,0.4078909167902615
524,session,sitting,0.55
525,managership,position,0.4078909167902615
526,excitement,fever,0.16637500000000005
527,excitement,intoxication,0.4078909167902615
528,cooperator,spouse,0.22434000423464384
529,difference,differentia,0.4078909167902615
530,difference,variation,0.4078909167902615
531,liverpool,england,0.55
532,contraband,merchandise,0.4078909167902615
533,scrutiny,look,0.4078909167902615
534,receivership,proceeding,0.4078909167902615
535,rematch,repeat,0.4078909167902615
536,scholarship,letter,0.05032843750000002
537,scholarship,prize,0.4078909167902615
538,transmitter,communicator,0.4078909167902615
539,transmitter,carrier,0.4078909167902615
540,autobus,school,0.12338700232905413
541,predator,attacker,0.4078909167902615
542,predator,carnivore,0.4078909167902615
543,enlarger,equipment,0.30250000000000005
544,equivalence,tie,0.4078909167902615
545,animality,nature,0.4078909167902615
546,protester,picket,0.4078909167902615
547,protester,nonconformist,0.4078909167902615
548,rooter,enthusiast,0.4078909167902615
549,postcode,code,0.4078909167902615
550,autosuggestion,self-improvement,0.4078909167902615
551,forester,farmer,0.55
552,winking,flicker,0.020528512512496384
553,trichloride,chloride,0.4078909167902615
554,preconception,opinion,0.4078909167902615
555,preconception,homophobia,0.4078909167902615
556,fringe,surround,0.22434000423464384
557,kingship,rank,0.4078909167902615
558,excretion,matter,0.16637500000000005
559,excretion,defecation,0.4078909167902615
560,inheritor,heiress,0.4078909167902615
561,conspicuousness,boldness,0.4078909167902615
562,preconception,experimenter,0.03732456820453888
563,glisten,spangle,0.01522435234375001
564,glisten,brightness,0.4078909167902615
565,speller,writer,0.4078909167902615
566,speller,primer,0.4078909167902615
567,orchestration,musical,0.03732456820453888
568,orchestration,arrangement,0.4078909167902615
569,embroiderer,needleworker,0.4078909167902615
570,arousal,desire,0.4078909167902615
571,arousal,inflammation,0.4078909167902615
572,enforcement,imposition,0.4078909167902615
573,connectedness,bridge,0.4078909167902615
574,antipsychotic,clozapine,0.4078909167902615
575,convocation,gathering,0.4078909167902615
576,convocation,assembly,0.55
577,intension,meaning,0.4078909167902615
578,alarmism,warning,0.4078909167902615
579,foreigner,transalpine,0.4078909167902615
580,foreigner,gringo,0.4078909167902615
581,anaesthetic,drug,0.4078909167902615
582,utterance,communication,0.30250000000000005
583,ukrainian,slavic,0.4078909167902615
584,hypocrisy,pretense,0.4078909167902615
585,refurbishment,improvement,0.4078909167902615
586,crispness,freshness,0.4078909167902615
587,philanthropy,aid,0.4078909167902615
588,washer,worker,0.4078909167902615
589,washer,seal,0.4078909167902615
590,defeatist,pessimist,0.4078909167902615
591,nakedness,gloom,0.4078909167902615
592,nakedness,undress,0.4078909167902615
593,design,plot,0.30250000000000005
594,accordance,giving,0.4078909167902615
595,accordance,agreement,0.4078909167902615
596,skateboarder,skater,0.4078909167902615
597,amusement,delight,0.4078909167902615
598,syllable,word,0.55
599,governance,sociable,0.16637500000000005
600,governance,government,0.55
601,kazakhstani,asian,0.4078909167902615
602,microsecond,nanosecond,0.55
603,discernment,knowing,0.4078909167902615
604,discernment,discrimination,0.4078909167902615
605,employable,worker,0.4078909167902615
606,mildness,balminess,0.4078909167902615
607,mildness,manner,0.4078909167902615
608,exporter,businessperson,0.4078909167902615
609,enrollment,body,0.4078909167902615
610,enrollment,entrance,0.4078909167902615
611,scholarship,aid,0.4078909167902615
612,scholarship,education,0.4078909167902615
613,stressor,agent,0.4078909167902615
614,correspondence,conformity,0.4078909167902615
615,extrapolation,calculation,0.4078909167902615
616,extrapolation,inference,0.4078909167902615
617,nobelist,laureate,0.4078909167902615
618,cowboy,performer,0.4078909167902615
619,cowboy,ranch,0.03732456820453888
620,predominance,obviousness,0.4078909167902615
621,predominance,dominance,0.4078909167902615
622,brandish,expose,0.027680640625000013
623,brandish,hold,0.06786285128097977
624,regionalism,policy,0.30250000000000005
625,regionalism,address,0.12338700232905413
626,microcomputer,computer,0.30250000000000005
627,adhesion,scar,0.06786285128097977
628,dependence,addiction,0.55
629,dependence,helplessness,0.4078909167902615
630,disinvestment,withdrawal,0.4078909167902615
631,containership,ship,0.30250000000000005
632,naivety,artlessness,0.4078909167902615
633,secularist,advocate,0.4078909167902615
634,demerit,mark,0.4078909167902615
635,remarriage,marriage,0.4078909167902615
636,clericalism,policy,0.4078909167902615
637,irresolution,doubt,0.4078909167902615
638,irresolution,volatility,0.4078909167902615
639,footballer,player,0.4078909167902615
640,container,cargo,0.22434000423464384
641,commutation,travel,0.4078909167902615
642,transponder,device,0.30250000000000005
643,suppleness,gracefulness,0.4078909167902615
644,suppleness,bendability,0.4078909167902615
645,purgatory,situation,0.4078909167902615
646,technology,science,0.55
647,greenness,profusion,0.4078909167902615
648,greenness,ripeness,0.30250000000000005
649,formalism,imitation,0.55
650,pathfinder,hunt,0.12338700232905413
651,disturbance,storm,0.4078909167902615
652,eldership,position,0.4078909167902615
653,homophony,pronunciation,0.4078909167902615
654,homophony,music,0.30250000000000005
655,partnership,copartnership,0.4078909167902615
656,remove,empty,0.01522435234375001
657,remove,out,0.027680640625000013
658,nurturance,care,0.4078909167902615
659,microvolt,potential,0.03732456820453888
660,exterminator,killer,0.4078909167902615
661,talkativeness,communicativeness,0.4078909167902615
662,difference,distinction,0.55
663,difference,inflection,0.4078909167902615
664,gumption,fortitude,0.4078909167902615
665,abstractionist,painter,0.4078909167902615
666,development,advancement,0.4078909167902615
667,syphon,draw,0.12338700232905413
668,syphon,tube,0.4078909167902615
669,cuteness,beauty,0.4078909167902615
670,shoulder,thrust,0.05032843750000002
671,shoulder,raise,0.09150625000000003
672,consonant,letter,0.4078909167902615
673,client,case,0.4078909167902615
674,client,guest,0.55
675,remake,creation,0.4078909167902615
676,florescence,growth,0.4078909167902615
677,autopilot,guidance,0.05032843750000002
678,separationist,separatist,0.55
679,falsifier,deceiver,0.4078909167902615
680,manacle,shackle,0.4078909167902615
681,specialism,career,0.4078909167902615
682,specialism,concentration,0.4078909167902615
683,trioxide,oxide,0.4078909167902615
684,bachelor,man,0.4078909167902615
685,placidity,calmness,0.4078909167902615
686,placidity,composure,0.4078909167902615
687,householder,warrior,0.4078909167902615
688,positioner,actuator,0.4078909167902615
689,inadvertence,omission,0.4078909167902615
690,reassessment,appraisal,0.4078909167902615
691,broadcaster,disk,0.22434000423464384
692,inclosure,document,0.4078909167902615
693,inclosure,insertion,0.4078909167902615
694,interlayer,layer,0.4078909167902615
695,spiritualist,psychic,0.4078909167902615
696,microphallus,penis,0.4078909167902615
697,interceptor,fighter,0.4078909167902615
698,surroundings,touch,0.16637500000000005
699,surroundings,cover,0.12338700232905413
700,reviewer,critic,0.4078909167902615
701,reviewer,writer,0.4078909167902615
702,gladness,happiness,0.4078909167902615
703,autoregulation,organic,0.06786285128097977
704,explorer,person,0.4078909167902615
705,circumstance,possession,0.30250000000000005
706,circumstance,providence,0.22434000423464384
707,expounding,premise,0.16637500000000005
708,possessor,holder,0.4078909167902615
709,muscularity,strength,0.4078909167902615
710,muscularity,condition,0.4078909167902615
711,appearance,manifestation,0.4078909167902615
712,sniffer,person,0.4078909167902615
713,exaction,demand,0.4078909167902615
714,sailing,travel,0.30250000000000005
715,sailing,swan,0.006209875035030158
716,objector,dissenter,0.55
717,earmuff,covering,0.4078909167902615
718,infolding,organic,0.06786285128097977
719,reception,tea,0.4078909167902615
720,reception,greeting,0.4078909167902615
721,corpulence,fleshiness,0.4078909167902615
722,censorship,censoring,0.55
723,depressor,nerve,0.4078909167902615
724,depressor,muscle,0.30250000000000005
725,grocery,greengrocery,0.4078909167902615
726,fruiterer,seller,0.4078909167902615
727,malevolence,vindictiveness,0.4078909167902615
728,malevolence,evil,0.4078909167902615
729,reclassification,categorization,0.4078909167902615
730,embracement,cuddle,0.4078909167902615
731,abductor,muscle,0.30250000000000005
732,cliffhanger,episode,0.4078909167902615
733,cliffhanger,contest,0.4078909167902615
734,solemnity,seriousness,0.4078909167902615
735,moralist,stickler,0.4078909167902615
736,insecurity,insecureness,0.4078909167902615
737,insecurity,anxiety,0.4078909167902615
738,discovery,rediscovery,0.4078909167902615
739,discovery,disclosure,0.4078909167902615
740,submerging,cover,0.05032843750000002
741,submerging,sink,0.020528512512496384
742,literalness,concreteness,0.4078909167902615
