,node1,node2,weight
110,physician,action,0.06786285128097977
111,electronics,guess,0.020528512512496384
112,slavery,diamond,0.03732456820453888
113,quarterback,sport,0.30250000000000005
114,slavery,klan,0.09150625000000003
115,heroin,shoot,0.020528512512496384
116,bird,disturbance,0.06786285128097977
117,palestinian,turk,0.09150625000000003
118,citizenship,court,0.12338700232905413
119,immunity,violation,0.05032843750000002
120,chile,plate,0.12338700232905413
121,abraham,stranger,0.16637500000000005
122,kansa,city,0.027680640625000013
123,month,year,0.55
124,month,day,0.55
125,amateur,actor,0.55
126,afghanistan,war,0.12338700232905413
127,transmission,maxwell,0.09150625000000003
128,drawing,music,0.30250000000000005
129,exile,pledge,0.12338700232905413
130,adventure,sixteen,0.020528512512496384
131,exile,threat,0.30250000000000005
132,concrete,wing,0.16637500000000005
133,seizure,bishop,0.03732456820453888
134,submarine,sea,0.03732456820453888
135,villa,mayor,0.09150625000000003
136,nature,forest,0.22434000423464384
137,chronicle,young,0.09150625000000003
138,radical,bishop,0.16637500000000005
139,pakistan,radical,0.22434000423464384
140,fire,water,0.55
141,gossip,nuisance,0.22434000423464384
142,con,examiner,0.16637500000000005
143,satellite,space,0.16637500000000005
144,essay,boston,0.12338700232905413
145,miniature,statue,0.16637500000000005
146,spill,pollution,0.16637500000000005
147,minister,council,0.020528512512496384
148,landscape,mountain,0.06786285128097977
149,religion,remedy,0.027680640625000013
150,ship,storm,0.011290681881873012
151,college,scientist,0.09150625000000003
152,afghanistan,wise,0.55
153,trinity,religion,0.22434000423464384
154,homer,odyssey,0.55
155,parish,clue,0.09150625000000003
156,actress,actor,0.4078909167902615
157,patent,professional,0.03732456820453888
158,acre,earthquake,0.09150625000000003
159,football,justice,0.12338700232905413
160,gambling,money,0.03732456820453888
161,cardinal,village,0.12338700232905413
162,life,death,0.55
163,artillery,sanction,0.16637500000000005
164,cell,brick,0.22434000423464384
165,knowledge,promoter,0.05032843750000002
166,adventure,rail,0.008373393789062506
167,houston,crash,0.12338700232905413
168,oxford,subcommittee,0.05032843750000002
169,militia,weapon,0.05032843750000002
170,manufacturer,meat,0.06786285128097977
171,damage,reaction,0.22434000423464384
172,sea,fishing,0.03732456820453888
173,broadcasting,athletics,0.12338700232905413
174,mystery,expedition,0.027680640625000013
175,kremlin,soviet,0.05032843750000002
176,pig,blaze,0.12338700232905413
177,riverside,vietnamese,0.09150625000000003
178,pork,blaze,0.027680640625000013
179,foot,international,0.027680640625000013
180,radical,uniform,0.09150625000000003
181,mozart,wagner,0.55
182,soccer,boxing,0.4078909167902615
183,radical,role,0.16637500000000005
184,sale,season,0.09150625000000003
185,homeless,refugee,0.16637500000000005
186,pakistan,repair,0.12338700232905413
187,athens,painting,0.05032843750000002
188,tiger,wood,0.16637500000000005
189,aircraft,plane,0.30250000000000005
190,enterprise,bankruptcy,0.09150625000000003
191,homer,springfield,0.55
192,coin,award,0.03732456820453888
193,rhodes,native,0.16637500000000005
194,soccer,curator,0.006209875035030158
195,gasoline,stock,0.12338700232905413
196,rapid,singapore,0.12338700232905413
197,coin,banker,0.020528512512496384
198,london,correspondence,0.16637500000000005
199,pop,sex,0.06786285128097977
200,medicine,bread,0.12338700232905413
201,asia,animal,0.09150625000000003
202,pop,clubhouse,0.027680640625000013
203,nazi,defensive,0.05032843750000002
204,earth,pole,0.30250000000000005
205,day,independence,0.55
206,controversy,pitch,0.12338700232905413
207,stock,gasoline,0.12338700232905413
208,composer,mozart,0.06786285128097977
209,tone,piano,0.4078909167902615
210,paris,chef,0.06786285128097977
211,bankruptcy,chronicle,0.03732456820453888
212,lebanon,war,0.12338700232905413
213,israel,terror,0.16637500000000005
214,angola,military,0.09150625000000003
215,chemistry,patient,0.12338700232905413
216,munich,constitution,0.55
217,piano,theater,0.09150625000000003
218,poetry,artist,0.06786285128097977
219,religion,abortion,0.09150625000000003
220,jazz,music,0.30250000000000005
221,government,transportation,0.16637500000000005
222,color,wine,0.16637500000000005
223,jackson,quota,0.12338700232905413
224,boat,negro,0.06786285128097977
225,republican,friedman,0.55
226,politics,brokerage,0.06786285128097977
227,russian,stalin,0.12338700232905413
228,love,philip,0.12338700232905413
229,jamaica,queen,0.12338700232905413
230,dollar,asylum,0.027680640625000013
231,bridge,rowing,0.16637500000000005
232,berlin,germany,0.55
233,funeral,death,0.12338700232905413
234,albert,einstein,0.55
235,gulf,shore,0.16637500000000005
236,ecuador,argentina,0.55
237,britain,france,0.55
238,sport,score,0.09150625000000003
239,socialism,capitalism,0.22434000423464384
240,treaty,peace,0.4078909167902615
241,exchange,market,0.30250000000000005
242,marriage,anniversary,0.05032843750000002
