,node1,node2,weight
139,report,gain,0.12338700232905413
140,music,project,0.4078909167902615
141,seven,series,0.09150625000000003
142,experience,music,0.22434000423464384
143,school,center,0.55
144,five,month,0.12338700232905413
145,announcement,production,0.16637500000000005
146,morality,importance,0.30250000000000005
147,money,operation,0.09150625000000003
148,delay,news,0.12338700232905413
149,governor,interview,0.020528512512496384
150,practice,institution,0.30250000000000005
151,century,nation,0.12338700232905413
152,coast,forest,0.22434000423464384
153,shore,woodland,0.30250000000000005
154,drink,car,0.05032843750000002
155,president,medal,0.027680640625000013
156,prejudice,recognition,0.22434000423464384
157,viewer,serial,0.05032843750000002
158,peace,insurance,0.4078909167902615
159,Mars,water,0.22434000423464384
160,medium,gain,0.16637500000000005
161,precedent,cognition,0.22434000423464384
162,announcement,effort,0.06786285128097977
163,line,insurance,0.09150625000000003
164,crane,implement,0.30250000000000005
165,drink,mother,0.22434000423464384
166,opera,industry,0.09150625000000003
167,volunteer,motto,0.03732456820453888
168,listing,proximity,0.027680640625000013
169,precedent,collection,0.30250000000000005
170,cup,article,0.30250000000000005
171,sign,recess,0.30250000000000005
172,problem,airport,0.020528512512496384
173,reason,hypertension,0.09150625000000003
174,direction,combination,0.16637500000000005
175,Wednesday,news,0.03732456820453888
176,glass,magician,0.12338700232905413
177,cemetery,woodland,0.09150625000000003
178,possibility,girl,0.05032843750000002
179,cup,substance,0.16637500000000005
180,forest,graveyard,0.09150625000000003
181,stock,egg,0.16637500000000005
182,month,hotel,0.03732456820453888
183,energy,secretary,0.05032843750000002
184,precedent,group,0.22434000423464384
185,production,hike,0.12338700232905413
186,stock,phone,0.16637500000000005
187,holy,sex,0.06786285128097977
188,stock,CD,0.22434000423464384
189,drink,ear,0.12338700232905413
190,delay,racism,0.16637500000000005
191,stock,life,0.22434000423464384
192,stock,jaguar,0.22434000423464384
193,monk,slave,0.30250000000000005
194,lad,wizard,0.30250000000000005
195,sugar,approach,0.05032843750000002
196,rooster,voyage,0.0010331679589531428
197,noon,string,0.03732456820453888
198,chord,smile,0.05032843750000002
199,professor,cucumber,0.027680640625000013
200,king,cabbage,0.06786285128097977
